repo,commit,high_conf,med_conf,low_conf,high_sev,med_sev,low_sev,unique_cwes,total_no_unique_cwes
autogen,3b1ed78c640fd8235417c76d047eef211e918255,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,3d5e4c8d7b8ce2e8f8804017439c8d845926ea93,3976,14,3,22,36,3935,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,41e7e85c409dc64e7edd40666c2b878ac2fd476e,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,4858676bddf3aac50c0cbc444a039b58b6912c9e,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,4ba65601ca6038ddf4db8905324c9411df53d020,4032,14,3,22,40,3987,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,4d8b97eed17ac55fbcaf8c301cbc915d9c38f50b,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,52346fdb78bce443ec65c55bc2579fe687c786b1,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,54c309007a2339a4ec194b9cfca34e671fc6595f,4016,14,3,22,40,3971,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,5615f40a3091bc7d6b4735085ecc3380285cae41,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,5685bd18887f0b086c3408f06ea2e4367daec362,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,58a55835493056c631e81aa63ce3bb2f23791095,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,5f9e37dc272f769958319dec6c354ba3b7ac75a9,4108,14,3,22,40,4063,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,648f734c75620db3e9a99aeb5a4cc6c81c6c5ef9,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,6625f89c28bb84b4cfae2ea5c77f56f085e1883a,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,679a9357f836b24e0e57da61d8fda2753ccb66ba,3938,14,3,22,36,3897,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,6a3acc4548312d0ea60ed4404fa2371c86cda99d,4056,14,3,22,40,4011,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,6ae098fe49d633e219edbca96685512f5142e394,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,6b687199394cf152b5faab738c328e2f926fcd11,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,6bf22ea1dfa3c7da07e9fe80675b3cf993d31d82,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,704dab1018dee10f4bda1f2e6821c63a801e6daf,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,712aba6b4e7a62610a8ea95c053f3c214d8f779f,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,73f26792abca20879348650a6206e507e4a052e9,3867,14,3,22,36,3826,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,740afe5b611c3ce07c2e115bcaba096812e7f08e,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,78ef148c88beb29a7e7602aa39a772b0ffbc50d5,3926,14,3,22,36,3885,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,78ff883d24b936ca3055df56ed2590e165fb44d2,3929,14,3,22,36,3888,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,7bbf8e075ddb6db0b0b2c952c14d13e1bfac170f,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,7d17ac8d5b97bae2aa2b1f781d82a43968178f9b,4016,14,3,22,40,3971,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,7d17b229250629ef4629f0429eea69e7aafb6af5,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,7e01350d467dc9671ce899b3cc3692bfed8a5c6c,3938,14,3,22,36,3897,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,7e5c1154cf43fb99af11789412aebaa2a32c98ce,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,817f728d040adb3fd32fa0a728a55101dc78e689,4073,14,3,22,40,4028,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,8199a2c0a1b6279b00b2f277538925161669f9a7,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,83fb29edd497fa7d266355ee3683730b1886a74c,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,84c622a4cc50ac881486b7628279c88f26ef8a73,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,87707bca37c486d8c1ed3be14f4fb0ffc56359ce,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,897efcca9947f482bf139a75eb0de6c04d115079,3980,14,3,22,36,3939,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,8c9961ecba3bc6218eb167ff8b3b8b625c6140b5,3929,14,3,22,36,3888,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,8f737de0e13611a9b324003cafa6995ea2f398ef,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,8fb9ca3a3efe00159a6e16465509d3849a313549,4073,14,3,22,40,4028,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,90332e371bee97179ad143c70b9d71b4bea4d470,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,906b09e451d5d3b284dd58e3ba4e7b7e5532c2b6,3963,14,3,22,36,3922,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,907dad46b2d034a5beb188e3e74e24ab60c44e91,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,92d857f6b46742947eba6f7812c9039c3e8c15d5,4016,14,3,22,40,3971,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,97536af7a3a0d2550d961d46cf14dbd31c2788d5,4016,14,3,22,40,3971,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,97dbc5cd16bc7bdb4b7ddfd507d59c3c7b7665ec,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,99eee0cd27530367a88ef6dbdab240a92610abdd,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,9bde5ef911e28d63f4c681f917096609d7cdf98f,4108,15,3,22,40,4064,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,9d235d258508bad2e95eb8fae96217639da75075,4016,14,3,22,40,3971,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,9d4236b1ced5faa641ee1ea03cd6965174b04331,3976,14,3,22,36,3935,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,a02d08a8efb4ddd925e9a32e3ce3df3643938a63,3867,14,3,22,36,3826,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,a06b6c8b0b2e6aa8e61e12577d28b14e506a7baa,3869,14,3,22,36,3828,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,a1858efac98bdf8427a17a858e1d7363551d1067,4047,14,3,22,40,4002,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,a4b63728131ca38dcee95eeac51fedbb2ae0e001,4108,14,3,22,40,4063,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,a701e3b4fad66f43bb1d5750c2add0f957f765ad,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,a785cd90f98eb3d0c23c4bcaf7274f1cadcada72,3938,14,3,22,36,3897,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,aba41d74d37b501b867a67f36c3fea4b1f7ebcc3,4250,15,3,22,40,4206,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,aefa66a3ce07a84757217512d2b00cbfe637db23,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,b37c192424f8c7c5f86e70f4de9c4cb66ed6cc56,3867,14,3,22,36,3826,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,b4c1e5841f1a42c979605b5b80b325eae3e809f9,4056,14,3,22,40,4011,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,b69751d88f4ed01a19ae8bdfe1c6ac062be1ea9a,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,b8b13935c9449809578d67387ba6ecd63634ebea,3929,14,3,22,36,3888,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,b8b7a2db3a3dbf4f1ec86ddf20eca34b26f2db72,4108,14,3,22,40,4063,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,bb8439c7bd74cb21c168d7b816845af439364b2e,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,ca86906b62bb52e000ffde2595f4bbc84f6cd29d,3869,14,4,22,37,3828,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,cc1b0cdd517aff8f63c903a8ac344259383b0da9,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,cf1365763ca5c7ea39ffceab6c06fe1663c32b0d,4077,14,3,22,40,4032,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,da1076547453c9928f8b6dd4b3413ca04219b466,3980,14,3,22,36,3939,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,dc55ec964bdcc39f8bacce17d75fc945ac6826e9,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,dce31cf0d908046368a18992b08fc7bb9ae8125f,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,dd0781a76bb98e594fc6df23586661973e327cde,3902,14,3,22,36,3861,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,dd1ade816ee6ef4d00ba2dbc91039f1c7ba14c73,3929,14,3,22,36,3888,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,dd82883a90632758780dadba816120873c35c628,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,e32f4193870b280537ad318fc5ec89aa13d754fe,4044,14,3,22,40,3999,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,e7b47700dabcccc97b990aefbb2d78bdaf166274,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,ea89a84c30731a56a112718caa9951ee6695e6d5,4017,14,3,22,40,3972,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,ed08676bd7565bc460c51640c0ab7c27ac8c46b5,3987,14,3,22,36,3946,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,f1e615321e692a2cced5e529abaee2fa6473152b,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,fbe94dd7ed4bdcb0b81828bce4b728f2be8e0d96,3869,14,3,22,36,3828,"[259, 327, 377, 330, 78, 400, 20, 22, 502, 89, 732, 605, 703]",13
autogen,fc6fb4ea15afa7e9c8e619ed5c5b611be019f7be,4096,14,3,22,40,4051,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
autogen,fe1feb3906febb5c6004558c69216e6121167f9a,4108,15,3,22,40,4064,"[259, 327, 377, 330, 78, 400, 20, 502, 22, 89, 732, 605, 703]",13
