repo,commit,high_conf,med_conf,low_conf,high_sev,med_sev,low_sev,unique_cwes,total_no_unique_cwes
gpt-pilot,48a287b90a1a0e331538c985ccdba5a24b132048,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,4c83e0f72edc0010d6924efb2ddc31b48625951c,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,54c0931e91eabad8321b8be881834a8a482f05a9,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,5558ef8174bcc157754b4e083553093d712b1747,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,574f3190eef8729014246e9f82d7b274e91da134,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,57b5f13e650c369338531e7bc97a5a982f1a6900,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,62b3e3874d9c9fb232fbedb002c9940dd31a0403,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,63d61d45f6aa7541a1f5e132a53b49c5cac7e634,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,663d6ab57b3ca362afb6629412902e987db2ed56,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,6654a74796331007dc6d8b3f7006bd2e48c8cc5f,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,6a32d2cacf661e8f38ee86ddf2fab991fbed150a,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,6b1e9a2c5454e71bcb695c1acac210ba9647310e,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,6cddf393ee03d0bcf5b3b81b918adf7dfb341d5a,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,6e0867ca9708dc8ef401f0d447db088ba075b44b,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,70efbe7e3d15428354f2fe686e390414d3154d5f,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,742709ceb60c0b9ae2b044982313bfbc5570c306,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,76d999af15983e38e11e2625dfce16fe1d49ac60,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,7f6b2c09a5d90c2903eff386dc61ecceeb616efd,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8163f6b4f3e5f7d079ba16fe808cafe8a9681388,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8178c07d53248d479b0b76308d5d393495221bec,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8272e7b66c33a2d92e30ecc6673144423e06a5bb,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,83f6d2d3ba64ec0931b6bb4a111b5b7ac1a8cab0,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,84e860d1d9f88bb38f9baa3c2f163c313f7012d0,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8640f371a3f69ec33a89eeaafca8832cd8ff7926,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,89638d7e1511f582318c9ec22fa7c73368bcc813,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8c13faa71017b0bf3b48efd4f39cf5dbc04aaa45,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,8c66f74028e502476de26f661b4a12c5f2e48091,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,98b6da2c1fdbee8e70837493cd7b1e6c975781e9,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,9ee0250a1883f8b904cd509cffe061e629dc0719,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,9f40db511593c1a50514b946a6a0f370ac2426f2,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a1be243630590de64714c197861fcc5d34a54bd4,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a29031cd6e049b496cd0a154c08e1978774e44ff,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a3aa13730695e4c5c8667caeb17aa4db7ec8e598,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a5d3231c6e0c08627e61f6652de830b38bea0e6c,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a6c8788b9ef60759efd5d885c41be7819c0f0bda,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,a9e5103cc1442ede7b67ae1b4969c34067d9042f,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,aa08feac6166cc7abdc98f668fc12c098646f2e2,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,af2a5bf6c4424e46debc6dc95acd2641eaf20c52,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,afdf4b5cf1006b472671860e36dceb6d5c926bbd,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,b0d5a174be60cbc81a6584b9cbd29779aff637be,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,b57d9131dbaa22923e32796202c4915cf423b409,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,b833ce83549414781d07f507b5c10b9f31a48a02,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,b97ab60b571c576f69d8e330c79782bafb44c3d1,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,bc0ab73ae351e0f1983c4f0c897434c6d51d5ead,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,bddee3097949eb730aaca872e0e946ab0a2b054a,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,bea88dd392ea1cb66bb05531212bbdc78fd49255,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,bf4468c5ac91b0b839c5a82383023d3f5a71dd22,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,c23bd0e3c1d38dd3821fe25e98e5f6e4951eacda,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,c5108b9036d213b2b124770b3a947d698a1308ec,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,c53ddec1f401acfe3bb6deb5947612447898396e,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,c9671cf04ab79f1d541a2b422f2dab53f05c56df,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,c995e7e208f4757ea7f63f787cb5472e3540723e,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,cc26cc02b7242fbf45262201c3941a92e4a166ea,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,cdd575b76979f797510eb0ddbdb297f6ac3b9163,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,ce7853c82af3179b876d72ea678aa7b0f8916588,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,d31bbde63aab23e9763a4c88e6df5b4a1d0e4771,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,d4afa4869a95d3c617e827601709df32507e5a08,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,d8a423d4c9e84bf1cc6ff0a0710f164dbefd9ece,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,df61e3c16377d265ae8cb73b8942aa078eb262fc,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,e393a0890ca73c3f62f31d3ea8566f9886d2df35,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,e9916f4b965e6bd507adacb54c1aa16bcfd363ff,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,eac8d5fb26ae9deb775e290ee83b97aa51945d65,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,ee14d50a034005abb7ef30beac70c1e489c0d3b3,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,efbad3f162f0fe7fbf6f285c9bc3218f508e19ab,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,f83a569e1a736fc956026e3bb2b26c15e285f78f,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,f98ece520c49da035cbc206c8bc005fee0955a64,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,f9bbc47af74a65e11d033b2af5b02262bbf8f786,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,fb423e350147120d702e42dea86eae3b390dc7f9,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,ff2599813949f91d8fde743cad56999f610c0414,4627,55,30,37,133,4542,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
gpt-pilot,ffe5815441c7bedd9534b68c1e336743603e5e70,4629,55,30,37,133,4544,"[89, 259, 327, 330, 78, 80, 400, 20, 502, 22, 377, 732, 605, 94, 703]",15
